Revenue (d2);Labor (l1);Variable Cost (n2a, n2e, n2f, n2b);Investment in new capital (n5a, n5b);Raw Materials Cost (n2e)
12000000000;130;11400000000;0;8000000000
12000000000;60;9200000000;2200000000;7000000000
12000000000;5;81600000;0;
12000000000;20;11648000000;5000000000;11000000000
12000000000;20;10564000000;4500000000;10000000000
12000000000;300;5495000064;3000000000;2100000000
12000000000;32;10824000512;10939999488;10200000512
12000000000;30;9000000000;50000000;8640000000
12000000000;30;9000000256;2500000000;8700000256
12000000000;150;10749000192;450000000;9294000128
12000000000;490;10279000064;700000000;7479000064
12039830528;80;11708740736;480000000;10902900736
12044999680;83;8635000192;5552000000;7637000192
12049999872;30;11357000128;0;10990000128
12090000000;22;2010000000;1200000000;
12100000000;13;6280000000;100000000;6210000000
12103999488;70;9457000192;580000000;8334000128
12160000000;100;7961149952;158000000;6501949952
12295999488;150;10800000000;900000000;9600000000
12499999744;160;10500000256;2250000000;7500000256
12499999744;175;9015999744;0;7027999744
12500000000;90;10956000000;0;6990000000
12540000256;113;11418000384;721000000;9617000448
12627000320;78;11160000000;3115000064;10240000000
12720000000;100;10917000000;900000000;3189000000
12730999808;206;10659000064;164000000;8855000064
12771000320;127;10976000000;85000000;9776000000
12812000256;40;12978999808;1960000000;12266999808
12890999808;151;10884000256;0;8734000128
12999999488;127;5564000000;5000000000;3796000000
12999999488;41;11279000448;400000000;10689000448
13000000000;85;11900000000;3100000000;9000000000
13000000000;57;5900000000;3000000000;2100000000
13000000000;25;12823120000;0;12300000000
13000000000;200;9140000000;1500000000;3600000000
13000000000;316;10460000000;0;3000000000
13000000000;25;11820000000;2500000000;9600000000
13000000000;15;605000000;0;
13000000000;30;0;2000000000;0
13000000000;7;1002000000;0;
13000000000;46;4670000000;200000000;4000000000
13000000000;16;12300000000;0;9500000000
13000000000;30;1000000000;0;
13123153224;23;1418277025;200000000;495649225
13194999808;750;10182000128;18416999936;3886000128
13230000128;550;11420000000;32399999488;3500000000
13409999872;69;11090000000;3920000000;9600000000
13482000384;62;9550000256;66000000;7836000256
13500000000;200;1850000000;1200000000;
13500000000;20;600000000;300000000;
13500000256;140;11670000000;553000000;10240000000
13521000448;178;10568000000;5950000000;8289999872
13600000000;30;7935858972;0;7610279811
13729999872;66;9272999936;858000000;7944000000
13742157870;31;10091272658;1300000000;8152462778
13891000320;512;8624000000;14000000;600000000
13925000192;446;14040000000;388000000;9121999872
14000000000;20;5220000000;0;4000000000
14000000000;250;3405000000;0;0
14000000000;20;786000000;10000000000;
14000000000;95;11100000000;3000000000;4000000000
14000000000;18;1030000000;11200000000;
14000000000;22;2000000000;150000000;
14000000000;361;8800000000;331000000;2900000000
14000000000;15;820000000;700000000;
14000000000;64;3950000000;0;2000000000
14000000000;22;204000000;0;
14000000000;20;4510000000;1100000000;2600000000
14000000000;19;948000000;0;
14000000000;15;11700000000;100000000;7000000000
14000000000;12;3000000000;200000000;
14000000000;150;10080000000;100000000;
14000000000;30;500000000;2000000000;
14000000000;70;7300000000;900000000;3400000000
14000000000;110;11430000000;1500000000;8400000000
14000000000;60;9600000000;3000000000;7000000000
14090000384;302;6810000128;131000000;2340000000
14119999488;52;11162000320;290000000;10467000320
14140999680;105;12897000064;20000000;12007000064
14150000000;8;13380000000;0;12000000000
14160000000;68;11145999616;1257000000;10046999552
14250000384;24;13861000192;90000000;13717000192
14300000256;180;11700000000;414000000;9600000000
14305000448;31;13432499904;856000000;12725499904
14400000000;208;13560000000;3400000000;1560000000
14500000000;97;13550000000;7000000000;10000000000
14500000000;60;10874000000;0;10000000000
14600000000;350;10458000000;687000000;2000000000
14613000192;51;12614000256;0;11916000256
14769000448;50;11707999488;2678000128;10663999488
14800000000;120;16300000000;1110000000;14000000000
14954000000;350;10114000000;0;1562000000
