Revenue (d2);Labor (l1);Variable Cost (n2a, n2e, n2f, n2b);Investment in new capital (n5a, n5b);Raw Materials Cost (n2e)
3600000000;11;1800000000;100000000;1080000000
3600000000;16;0;5000000000;
3600000000;26;3073000000;0;2700000000
3600000000;80;2097000000;1000000000;885000000
3600000000;27;2600000000;1500000000;2240000000
3608000000;80;2918000000;19000000;2096000000
3629000000;8;3704000000;0;3349000000
3654000000;10;558000000;4000000000;
3696000000;11;3392000000;1100000000;3200000000
3700000000;6;2860000000;0;2500000000
3700000000;26;2150000000;0;1297000000
3700000000;14;540000000;120000000;
3700000000;110;1550000000;0;600000000
3700000000;73;2426000064;0;1411000064
3700000000;50;2287000000;400000000;1600000000
3800000000;14;4106600000;5500000000;2700000000
3800000000;25;3240000000;0;1500000000
3800000000;5;606000000;0;
3800000000;15;1030000000;800000000;
3800000000;30;2266199936;0;1798199936
3800000000;15;3725000000;0;3500000000
3812000000;102;3185000000;200000000;200000000
3816000000;35;1835000000;660000000;1400000000
3827000064;30;3109999872;731000000;2833999872
3827000064;55;950000000;0;313000000
3829000000;6;1317871000;0;794371000
3856000000;22;3084800000;850000000;2506400000
3856999936;52;2058000064;586000000;1167000064
3886000128;45;3495500032;70000000;2912000000
3900000000;12;1678000000;100000000;1300000000
3900000000;38;3214000000;500000000;2800000000
3900000000;20;3422000000;0;2100000000
3900000000;65;3777999872;7000000;3729999872
3923000064;92;3800000000;100000000;2936000000
3944000000;10;3795000000;1900000000;2045000000
3968000000;50;3870000000;0;0
4000000000;12;3540000000;100000000;3360000000
4000000000;24;3557000000;0;3500000000
4000000000;27;3073801272;805000000;1375801272
4000000000;30;3600000000;0;2100000000
4000000000;19;4120000000;150000000;2800000000
4000000000;55;2900000000;5800000000;0
4000000000;50;3400000000;400000000;2000000000
4000000000;150;4752000000;200000000;1600000000
4000000000;7;362000000;0;
4000000000;28;800000000;0;
4000000000;20;3010000000;0;2500000000
4000000000;40;2760000000;1600000000;1200000000
4000000000;35;1000000000;0;
4000000000;7;200000000;350000000;
4000000000;24;2771000064;650000000;2371000064
4000000000;120;5750000000;200000000;3000000000
4000000000;12;2750000000;0;2000000000
4000000000;6;574000000;0;150000000
4000000000;8;1410000000;0;500000000
4000000000;10;3280000000;0;2700000000
4000000000;8;310000000;0;
4000000000;17;2060000000;980000000;800000000
4000000000;9;1900000000;2800000000;1000000000
4000000000;26;1650000000;0;150000000
4000000000;15;900000000;0;
4000000000;20;1830000000;0;
4000000000;20;1850000000;200000000;1000000000
4000000000;25;1147000000;750000000;1000000000
4000000000;12;812000000;400000000;
4000000000;60;5400000000;100000000;2000000000
4000000000;10;846000000;250000000;
4000000000;11;2350000000;100000000;0
4000000000;6;1206000000;0;
4000000000;40;1250000000;3000000000;300000000
4000000000;90;3940000000;730000000;2700000000
4000000000;40;2570000000;1500000000;550000000
4000000000;270;2930000000;0;1600000000
4000000000;40;920000000;0;
4000000000;19;892000000;340000000;400000000
4000000000;33;5700000000;3200000000;3000000000
4000000000;10;2360000000;0;2000000000
4000000000;25;3517000000;700000000;3000000000
4000000000;20;2770000000;500000000;0
4000000000;11;318000000;0;
4000000000;20;710000000;100000000;
4000000000;9;183000000;60000000;
4000000000;30;3616000128;90000000;3278000128
4000000000;30;3045000000;150000000;2700000000
4000000000;10;3670000000;1200000000;3600000000
4000000000;270;1810000000;0;110000000
4000000000;30;3212000000;70000000;2960000000
4000000000;70;3541000128;0;2670000128
4012000000;30;3672000000;550000000;3384000000
4015000064;78;3249999936;25000000;2344999936
4041999872;50;3535000064;551000000;3035000064
4044999936;133;3978000000;25000000;3000000000
4095000064;308;3049000000;0;549000000
4096000000;52;3938200064;67000000;3546200064
4100000000;6;1694000000;0;800000000
4100000000;22;2551000000;0;815000000
4100000000;0;2500000000;230000000;0
4100000000;20;8576000000;0;8000000000
4100000000;180;3876000000;100000000;60000000
4100000000;60;1728000000;458000000;1260000000
4115000000;31;4034000000;11700000;1931000000
4137999872;20;3718000000;0;3452000000
4174000128;59;2788000128;0;2190000128
4198000128;45;4186999936;60000000;3080999936
4200000000;30;3718000000;0;2800000000
4200000000;100;2900000000;245000000;2000000000
4200000000;44;3500000000;85000000;2200000000
4200000000;70;4610000000;0;3600000000
4200000000;50;1150000000;0;0
4200000000;6;12000000;0;0
4200000000;16;3070499968;22000000;2540499968
4220999936;22;3547000064;290000000;3363000064
4298999808;27;3960199936;67000000;3300199936
4300000000;11;4293000000;800000000;3400000000
4300000000;60;5300000000;0;2000000000
4300000256;32;4191000064;429000000;3791000064
4304999936;310;4125999872;30000000;2241999872
4329999872;50;3651000064;50000000;3171000064
4364000256;74;3627999872;1618000000;3097999872
4400000000;42;4023200000;0;2900000000
4400000000;8;27426000000;0;27000000000
4412000256;20;3473000000;0;2980000000
4429082112;30;1004737024;563644992;526740000
4440999936;49;3231999872;0;2657999872
4466999808;276;3184000000;0;96000000
4489999872;30;2613000064;524000000;1903000064
4499999744;20;3495000064;0;2455000064
4499999744;100;3880000000;0;2680000000
4499999744;68;4209999872;11449999872;2609999872
4499999744;60;4080000000;0;3380000000
4499999744;65;3600000000;70000000;3000000000
4500000000;10;784000000;0;500000000
4500000000;10;3666000000;0;3000000000
4500000000;15;4195000000;600000000;3200000000
4500000000;15;1230000000;600000000;1000000000
4500000000;20;4350000000;1000000000;3000000000
4500000000;10;3480000000;0;3000000000
4500000000;180;4204000000;10760000000;1000000000
4510000128;40;3032000000;0;2504000000
4526000128;20;3319560128;255000000;2324560128
4552999936;50;2613999936;0;1940999936
4560000000;32;4410000128;0;4062000128
4561999872;220;2608999936;2921000000;988000000
4570999808;50;3816140096;0;2851000064
4600000000;22;4060000000;400000000;3000000000
4600000000;15;1500000000;700000000;0
4600000000;45;4196000000;0;1400000000
4600000000;70;4000000000;30000000;1600000000
4600000000;112;2195000000;1200000000;1270000000
4600000000;450;3678000128;450000000;912000000
4659999744;62;3725000064;560000000;1970000000
4700000000;50;4876000000;465000000;2994000000
4738999808;40;2476509952;714000000;1816589952
4740000000;6;998000000;0;200000000
4758750208;59;4303000000;0;3884000000
4784000000;7;920000000;1000000000;
4800000000;16;3500000000;0;2500000000
4800000000;30;2936000000;48000000;1000000000
4800000000;20;3836000000;150000000;2000000000
4818999808;20;4100000128;0;3750000128
4849999872;30;3659999872;2000000000;3209999872
4891200000;360;3980900096;90800000;2806000128
4900000000;16;3380000000;1600000000;2100000000
4944999936;135;2396000000;122000000;1500000000
4950000128;25;4110000000;250000000;3840000000
4990000128;32;3920000000;0;2960000000
5000000000;4;410000000;300000000;
5000000000;64;5206000000;2000000000;3939000000
5000000000;45;3578507831;100000000;3037032473
5000000000;15;3305000000;0;5000000
5000000000;12;3600000000;0;2000000000
5000000000;50;4016000000;600000000;2400000000
5000000000;25;4050000000;500000000;4000000000
5000000000;15;366000000;0;
5000000000;60;4670000000;2100000000;2500000000
5000000000;85;1960000000;0;700000000
5000000000;15;4005000000;300000000;3700000000
5000000000;50;1115000000;2000000000;
5000000000;24;3630000000;400000000;2000000000
5000000000;15;0;0;0
5000000000;12;1620000000;0;1200000000
5000000000;11;1525000000;100000000;0
5000000000;7;2200000000;0;
5000000000;5;150000000;0;
5000000000;5;100000000;0;0
5000000000;12;512000000;0;0
5000000000;8;516000000;0;
5000000000;50;0;15000000000;0
5000000000;5;2250000000;0;1800000000
5000000000;30;3740000000;0;2000000000
5000000000;6;4060000000;135000000;4000000000
5000000000;20;2480000000;0;340000000
5000000000;10;3560000000;0;3000000000
5000000000;20;0;200000000;0
5000000000;50;50000000;1000000000;
5000000000;42;3420000000;0;0
5000000000;65;3000000000;150000000;1000000000
5000000000;60;686000000;150000000;250000000
5000000000;70;3836000000;0;2200000000
5000000000;20;1400000000;0;
5000000000;15;1246000000;400000000;
5000000000;10;1360000000;0;
5000000000;30;3036000000;0;
5000000000;20;1000000000;0;
5000000000;30;810000000;0;0
5000000000;20;3800000000;0;500000000
5000000000;165;500000000;2700000000;
5000000000;45;5900000000;0;4900000000
5000000000;15;1000000000;480000000;
5000000000;17;456000000;0;
5000000000;15;300000000;450000000;
5000000000;9;824000000;0;200000000
5000000000;40;3550000000;100000000;2600000000
5000000000;4;0;0;
5000000000;30;2210000000;100000000;900000000
5000000000;20;1000000000;2000000000;0
5000000000;30;8300000000;0;7000000000
5000000000;25;3500000000;1000000000;3000000000
5000000000;30;2184000000;50000000;1200000000
5000000000;25;3728999936;2000000000;3300999936
5000000000;20;3880000000;1000000000;3600000000
5000000000;40;4600999872;0;4249999872
5000000000;50;3837999936;0;3532999936
5007000064;40;4823000000;1190000000;4656000000
5030000128;162;2024000000;217000000;724000000
5072999936;70;4345999872;200000000;3169999872
5080000000;45;4458000128;130000000;4070000128
5100000000;27;1890000000;30000000000;0
5100000256;90;4172999872;83000000;3257999872
5116000256;35;4356699872;0;3985999872
5128999936;137;3702000128;68158001600;2358000128
5129000000;8;590000000;1000000000;
5129999872;55;4769000000;1325000000;4000000000
5133000192;162;2410000128;548000000;1095000064
5168000000;320;3087918080;588137024;696918016
5169999872;45;4879999872;0;4153999872
5171999744;20;4772000128;167000000;4646000128
5177999872;78;4048000000;205000000;2672000000
5192000000;184;4500000000;38000000;3180000000
5200000000;60;3340000000;0;2440000000
5200000000;62;4168999936;225000000;3488999936
5200000000;5;312000000;0;
5200000000;30;3766999872;0;3401999872
5230000000;24;4690000000;156000000;3700000000
5230000000;13;1950000000;0;
5245000192;100;5059999872;0;4169999872
5256000000;189;4196000000;1500000000;3296000000
5283999744;200;4925999872;1400000000;2100000000
5299819000;40;9900000000;1000000000;7000000000
5320000000;16;4820000000;0;4000000000
5326000128;50;3510000000;0;2600000000
5331999744;58;5099999744;400000000;4579999744
5336999936;101;3758000128;3312999936;2822000128
5350000128;20;5248000128;472000000;4830000128
5363999744;165;4648000000;0;3008999936
5376000000;306;4177999872;0;1600000000
5400000000;20;4697000000;1000000000;4300000000
5420000256;37;3760000128;11290000384;3150000128
5426999808;30;3583799808;0;3305399808
5500000000;10;5000000000;0;3000000000
5500000000;10;3050000000;1200000000;2000000000
5500000000;15;415000000;0;
5500000000;87;4750000000;50000000;120000000
5500000000;13;2010000000;50000000;
5500000000;5;150000000;180000000;
5500000000;70;4275000000;1200000000;3025000000
5500000256;58;4040000128;1800000000;3350000128
5500000256;55;4235000000;1150000000;3672000000
5591980032;172;3579600000;0;1851500032
5600000000;15;4015000000;0;3100000000
5600000000;37;385000000;0;
5600000000;55;470000000;120000000;
5698999808;100;2801600000;0;1567600000
5700000000;38;4660000000;475000000;3400000000
5747999744;59;4796999936;1064000000;3772999936
5761999872;79;5386999936;0;5024999936
5781000192;8;5466000000;0;4236000000
5800000000;80;5100000000;4000000000;1500000000
5800000000;18;4665000000;0;1000000000
5900000000;19;0;200000000;0
5900000256;41;4160000000;0;3800000000
5900000256;75;5257999936;1246000000;4384999936
5912000000;16;3388000064;358000000;3187000064
5936000000;200;4544999936;214800000;3404999936
5968000000;115;3162000000;0;2016000000
5980000256;118;5281000064;0;3911000064
6000000000;30;4336000000;0;1350000000
6000000000;65;5752000000;400000000;2000000000
6000000000;50;2150000000;400000000;1406000000
6000000000;50;1600000000;700000000;
6000000000;15;5218000000;0;4100000000
6000000000;6;518000000;0;
6000000000;12;605000000;15000000;400000000
6000000000;6;1175000000;0;100000000
6000000000;220;4300000000;0;150000000
6000000000;20;5300000000;200000000;100000000
6000000000;11;4570000000;800000000;4000000000
6000000000;17;0;100000000;0
6000000000;20;4400000000;0;2500000000
6000000000;20;5036000000;100000000;3000000000
6000000000;12;1006000000;0;
6000000000;80;7550000000;0;850000000
6000000000;5;5210000000;350000000;4000000000
6000000000;12;624000000;0;
6000000000;15;3100000000;0;
6000000000;80;4800000000;1200000000;600000000
6000000000;9;400000000;0;
6000000000;45;2880000000;100000000;1400000000
6000000000;12;900000000;1000000000;
6000000000;50;5150000000;0;3000000000
6000000000;9;4520000000;200000000;4000000000
6000000000;50;3930000000;0;2500000000
6000000000;6;300000000;0;
6000000000;5;195000000;10000000;
6000000000;6;750;0;
6000000000;14;750000000;500000000;
6000000000;60;5258000000;500000000;3900000000
6000000000;20;530000000;400000000;0
6000000000;50;1290000000;10000000000;20000000
6000000000;20;0;4000000000;0
6000000000;40;4450000000;250000000;2900000000
6000000000;52;1295000000;0;5000000
6079000064;50;5399000064;338000000;4863000064
6099999744;73;4250000000;50000000;3500000000
6119000064;125;3568000000;0;2204000000
6120000000;60;2544970144;900000000;345380000
6129999872;360;5499999744;800000000;600000000
6230000000;30;3384000000;0;
6236000256;122;5408999936;3042999936;4896999936
6240000000;70;8190000000;312000000;6100000000
6256000000;10;6131999872;3400000000;5617999872
6280000000;20;5689000064;120000000;5407000064
6373000192;59;3113999936;550000000;2668999936
6400000000;5;4830000000;0;3400000000
6483999744;100;2652000000;29605001216;566000000
6499999744;285;5200000000;0;4000000000
6500000000;130;1700000000;590000000;
6500000000;24;3090000000;200000000;1100000000
6500000000;16;384;0;
6500000000;18;490000000;0;
6546999808;215;6300000256;0;4030000128
6550000128;435;4269999872;465000000;2969999872
6611999744;50;5000000000;300000000;4200000000
6655000064;185;5441999872;1885000064;3632999936
6700000000;32;1296000000;0;50000000
6700000000;26;1596000000;300000000;
6700000256;90;2418000000;214000000;1500000000
6721700352;350;5909899776;275000000;1344999936
6729999872;17;6446000000;15000000;6296000000
6750000000;19;3202000000;100000000;0
6755999744;30;5732999808;0;5066999808
6800000000;215;5307000000;0;4100000000
6800000000;78;4875000000;1421000000;4080000000
6860000256;41;6588000128;114000000;5878000128
7000000000;24;904000000;0;0
7000000000;13;3162000000;1800000000;2000000000
7000000000;5;480000000;0;
7000000000;49;0;3700000000;0
7000000000;70;3084000000;0;
7000000000;15;760000000;0;
7000000000;5;0;0;
7000000000;12;5160000000;0;
7000000000;25;880000000;30000000;
7000000000;30;4263000000;150000000;2400000000
7000000000;15;5900000000;0;5460000000
7000000000;5;2720000000;400000000;2000000000
7000000000;67;5261999808;350000000;4698999808
7000000000;70;5650000000;470000000;3000000000
7000000000;7;3660000000;0;
7000000000;10;433000000;100000000;280000000
7000000000;125;1005000000;100000000;
7000000000;14;0;1000000000;
7000000000;12;4525000000;300000000;3500000000
7000000000;20;6260000000;1700000000;4000000000
7000000000;20;3860000000;1500000000;0
7000000000;40;1555000000;150000000;63000000
7000000000;24;930000000;35000000;0
7000000000;7;7250000000;1100000000;6000000000
7000000000;17;4870000000;0;2800000000
7000000000;60;5890000000;1500000000;4000000000
7000000000;35;6910000000;40000000;6000000000
7000000000;10;6700000000;3500000000;3000000000
7000000000;98;6650000000;9500000000;5000000000
7000000000;80;5870000000;0;4000000000
7000000000;30;850000000;1000000000;0
7000000000;50;5400000000;403500000;4800000000
7000000000;60;6340000256;14670000128;4940000256
7000000000;35;6064999744;500000000;5619999744
7029000192;85;5988999680;57000000;4899999744
7036000256;102;4608000000;0;3168000000
7079000064;260;6613000064;0;4543000064
7103000064;21;5450000064;1650000000;5223000064
7114999808;63;5385999872;420000000;4777999872
7116000256;55;6419000192;1711000064;5725000192
7134000128;100;4891059840;240000000;3142659840
7184000000;83;7004000000;3929999872;5800000000
7200000000;239;4265000000;170000000;25000000
7200000000;43;1030000000;0;0
7200000000;35;8384000000;0;5300000000
7200000000;10;210000000;120000000;
7200000000;5;146000000;0;
7200000000;40;4320000000;2600000000;3600000000
7264000000;190;5256999936;159000000;3456999936
7283999744;70;4756000256;0;4300000256
7300000000;85;3000009300;6400000000;3600
7400000000;20;6300000000;1500000000;5700000000
7411999744;76;6710000128;0;4421000192
7420000256;280;6460999936;159400000;1180999936
7500000000;25;6058000000;100000000;5200000000
7500000000;6;770000000;0;
7500000000;18;570000000;0;
7500000000;45;5570000000;600000000;4800000000
7500000000;19;2053000000;0;1200000000
7500000000;16;6045000000;850000000;650000000
7500000256;5;7211000064;72000000;7103000064
7500000256;40;5634000256;19299999744;4700000256
7511000064;11;6768000256;832000000;6364000256
7590000128;30;5199999744;845000000;4755999744
7600000000;45;2000000000;440000000;
7600000000;15;3750000000;40000000;950000000
7615000064;540;6662999808;0;1260000000
7634840064;98;7147460096;0;6025200128
7641999872;26;6546000064;1070000000;6199000064
7687000064;33;7513999872;2400000000;7081999872
7800000000;294;3770000000;21819999744;870000000
7800000000;200;1780000000;200000000;0
7800000000;8;7630000000;1830000000;5600000000
7800000000;30;7272000000;0;6400000000
7800000000;84;6055000192;0;5205000192
7809999872;52;6735000000;0;6072000000
7810000000;15;7690000000;50000000;7596000000
7840000000;89;7144999936;0;5889999872
7980000256;77;7907999808;1523000000;7146999808
7984000000;230;4920999936;268000000;1296000000
8000000000;20;5600000000;700000000;3000000000
8000000000;20;3000000000;300000000;1200000000
8000000000;416;6602000000;2200000000;5600000000
8000000000;5;880000000;1000000000;70000000
8000000000;11;8890000000;400000000;8000000000
8000000000;10;4384000000;900000000;4000000000
8000000000;8;5000000;50000000;
8000000000;50;0;500000000;0
8000000000;15;675000000;0;400000000
8000000000;50;6580000000;1000000000;4000000000
8000000000;20;236000000;1500000000;0
8000000000;20;0;0;0
8000000000;10;7400000000;150000000;6500000000
8000000000;24;1380000000;500000000;
8000000000;7;3944000000;13500000000;2400000000
8000000000;110;7320000000;7000000000;3500000000
8000000000;100;7300000000;0;3500000000
8000000000;100;4992000000;300000000;3000000000
8000000000;15;1000000000;300000000;
8000000000;22;7900000000;5250000000;6000000000
8000000000;175;6639000064;800000000;4719000064
8000000000;70;2800000000;800000000;1852000000
8000000000;150;4524000000;3000000000;2964000000
8000000000;300;6880000000;2400000000;4000000000
8000000000;59;6900000000;136000000;6200000000
8007000064;217;4594000128;232000000;2396000000
8008000000;21;7544999872;4771999872;7425999872
8071000064;60;7151000192;127000000;6061000192
8072000000;412;7226999808;598700032;5042999808
8091950080;328;6726860288;0;5843490304
8100000000;45;6900000000;0;4000000000
8146999808;32;7813000256;0;7212000256
8200000000;87;5936000000;800000000;4100000000
8200000000;60;5048000000;82000000;1038000000
8200000000;25;659000000;1560000000;0
8200000000;120;2930000000;0;450000000
8200000000;21;6509999872;20000000;6289999872
8240999936;38;7274000192;0;6813000192
8245000192;91;7525000000;1172000000;6800000000
8300000000;14;1728000000;0;0
8325000192;500;70154000768;9000000000;70100000768
8346000000;15;7102000000;0;5320000000
8400000000;10;606000000;40000000;
8400000000;60;7470000000;1000000000;6500000000
8400000000;195;4936999936;1480000000;3100000000
8442999808;200;4245000064;1602000000;2231000064
8456000000;50;6030999808;1732999936;5930999808
8460000256;40;6886999808;0;5619999744
8500000000;87;10798000000;0;8000000000
8500000000;58;5968000000;285000000;3900000000
8500000000;70;3440000000;3000000000;550000000
8500000000;120;7850000000;600000000;6300000000
8500000000;8;4700000000;30000000;
8500000000;70;5010000000;50000000;1500000000
8500000000;15;550000000;4000000000;
8500000000;14;556000000;1275000000;
8525000192;135;6012000128;1015000000;5086000128
8552999936;40;7060999936;0;6568999936
8597999616;440;4531000064;162000000;820000000
8629999616;24;7276000064;4914999808;6815000064
8700000000;15;7550000000;0;3800000000
8732000256;40;8578000000;838000000;8104000000
8762000000;113;3716000000;1000000000;0
8787999744;165;8133999872;51000000;6834999808
8800000000;5;720000000;1200000000;
8800000000;100;5034000000;2000000000;3312000000
8842000000;30;6250000000;0;5000000000
8846999552;146;3650000000;0;1774000000
8999999488;205;6940999936;0;5000000000
8999999488;150;7759999744;540000000;6499999744
8999999488;515;8100000000;0;1500000000
9000000000;26;6872000000;0;5000000000
9000000000;20;1200000000;3000000000;0
9000000000;67;4800000000;1600000000;2000000000
9000000000;10;6430000000;0;5000000000
9000000000;17;7320000000;4200000000;3200000000
9000000000;16;6745000000;6000000000;5800000000
9000000000;27;5387000000;0;2880000000
9000000000;75;8230000000;500000000;6000000000
9000000000;170;7100000000;600000000;5200000000
9000000000;110;7950000000;200000000;2000000000
9000000000;15;4712000000;0;3700000000
9000000000;29;2920000000;1000000000;
9000000000;19;1600000000;0;
9000000000;10;920000000;0;
9000000000;40;7220000000;1500000000;7000000000
9000000000;25;3300000000;3000000000;
9000000000;20;3250000000;0;
9000000000;100;600000000;0;0
9000000000;22;1015000000;0;
9000000000;109;1400000000;0;
9000000000;50;5550000000;5100000000;4000000000
9000000000;50;8100000000;1600000000;5400000000
9000000000;13;600000000;100000000;
9000000000;30;7550000000;370000000;6100000000
9001629696;114;3338794112;658000000;436443008
9038999552;400;6866999808;10449999872;1152000000
9066000384;154;6552999936;0;4112000000
9100000000;22;910000000;450000000;200000000
9157000192;50;10392000000;0;7855000064
9168000000;42;8875000192;2100000000;8125000192
9178000384;20;5734000128;870000000;5278000128
9194999808;140;3438000000;22007000064;1238000000
9240999936;128;6401999872;704000000;4442999808
9260999680;40;9054000320;200000000;8643000320
9297000448;120;8780000256;0;6493000192
9297445000;30;9510000000;1400000000;6750000000
9375000000;30;4850000000;14500000000;3500000000
9400000512;70;6900000000;300000000;5600000000
9421325312;158;1206732032;6,1E+11;
9447000064;50;1704000000;5169999872;634000000
9454999552;110;7399999744;2600000000;5699999744
9456000000;28;8111999744;350000000;7603999744
9479999488;102;7480000256;4980000000;5980000256
9500000000;130;2600000000;0;0
9500000000;120;8399000000;80000000;1900000000
9500000000;13;500000000;4000000000;
9500000000;50;2800000000;470000000;
9500000256;40;7179999872;0;6529999872
9537000448;328;8881000192;200000000;7030000128
9539999744;130;7927999872;300000000;6377999872
9580000256;198;8046000128;8120000000;5846000128
9585000448;220;10123000064;4004000000;7623000064
9617129472;168;8516999936;1727000000;4864999936
9619000320;48;8961999744;1120000000;8099999744
9676000256;20;7442999936;163000000;7160999936
9680000000;55;6016000000;7000000000;343000000
9700000000;33;4010000000;0;2500000000
9752000512;510;7610000064;8928000000;6743000064
9768999936;801;7895000064;20000000;1360000000
9784000512;40;8370000000;3786000000;7720000000
9797999616;37;7535000064;69000000;6366000128
9799999488;84;9736000000;294000000;8383000064
9799999488;85;6384999872;1500000000;5449999872
9800000000;18;556000000;70000000;
9870000128;145;6623000064;60000000;4791000064
10000000000;100;8425000000;10500000000;7000000000
10000000000;60;8500000000;0;4000000000
10000000000;50;9303999872;80000000;8489999872
10000000000;30;1850000000;3400000000;
10000000000;100;7740000000;1500000000;1300000000
10000000000;15;1700000000;0;0
10000000000;32;6800000000;0;4000000000
10000000000;20;6000000000;700000000;3600000000
10000000000;30;3648000000;300000000;3000000000
10000000000;20;364800000;0;
10000000000;0;5540000000;2300000000;3000000000
10000000000;10;385000000;350000000;
10000000000;100;9100000000;4000000000;3600000000
10000000000;20;2000000000;800000000;
10000000000;50;6500000000;300000000;4500000000
10000000000;12;456000000;1100000000;
10000000000;10;8678000000;50000000;8000000000
10000000000;50;5219999744;0;4499999744
10000000000;80;2500000000;0;
10000000000;50;7220000000;1000000000;6000000000
10000000000;75;8320000000;1000000000;6000000000
10000000000;10;2250000000;0;1000000000
10000000000;35;400000000;100000000;0
10000000000;16;1454000000;100000000;0
10000000000;20;0;2000000000;
10000000000;30;1400000000;0;
10000000000;84;0;0;0
10000000000;25;1590000000;8000000000;
10000000000;200;9000000000;110000000;0
10000000000;15;3030000000;10000000000;
10000000000;80;6700000000;0;3000000000
10000000000;30;3150000000;0;
10000000000;100;10450000000;300000000;1000000000
10000000000;5;180000000;0;
10000000000;20;2510000000;5000000000;1000000000
10000000000;53;2200000000;600000000;2000000000
10000000000;25;7860000000;500000000;7000000000
10000000000;100;9525000000;200000000;7300000000
10000000000;60;1400000000;0;
10000000000;120;9072000000;0;6000000000
10000000000;30;600000000;800000000;
10000000000;30;600000000;800000000;
10000000000;6;1520000000;100000000;
10000000000;8;156000000;0;
10000000000;6;100000000;0;
10000000000;42;9000000000;0;7200000000
10000000000;36;960000000;2500000000;
10000000000;18;6600000000;300000000;6000000000
10000000000;100;3240000000;0;200000000
10000000000;16;900000000;8000000;
10000000000;15;50000000;0;
10000000000;30;8944000000;2,9323E+11;8000000000
10000000000;135;7840000000;6700000000;5300000000
10000000000;25;6620400000;300000000;6000000000
10000000000;18;6300000000;350000000;6000000000
10000000000;152;4644000000;5600000000;3044000000
10000000000;640;6408000000;11000000000;1800000000
10000000000;150;6820000256;70000000;5356000256
10000000000;400;7225999872;608000000;2726000128
10049999872;365;7358000128;222000000;4319000064
10152999936;16;9708000000;166000000;9536000000
10180000000;17;3474000000;150000000;2875000000
10200000000;280;9160000000;16700000000;800000000
10277999616;80;9992000256;0;8380000256
10295000064;36;10372000448;4500000000;10113000448
10300000000;80;8610052962;750000000;5197509240
10357999616;180;8280000000;50000000;6120000000
10373000192;125;7565000192;0;5941000192
10400000000;8;34000000;70000000;0
10402000000;70;7620000000;0;5200000000
10434599936;10;13416899968;900000000;11781499904
10455000064;80;9371999744;30000001024;8371999744
10560000000;60;7755000064;0;6583000064
10600000000;20;10136000000;120000000;9200000000
10636999680;47;9856999808;908000000;8506999808
10688000000;20;10257999616;1423999936;9717999616
10710000000;13;1544000000;0;
10800000000;10;9000000000;90000000;6000000000
10800000000;100;7000000000;100000000;4200000000
10800000000;250;5199000064;1000000000;3499000064
10810999808;557;7503000064;833000000;2015000064
10812000256;54;9474000192;955000000;8445000192
10840000512;367;5500999872;218000000;835000000
10899999744;19;10465000512;62000000;10200000512
10913000448;436;10858999808;185000000;4800000000
10917000192;750;13316000256;0;7916000256
10938999808;80;8151999872;820000000;6449999872
10997999616;84;8935000000;272000000;8152000000
11000000000;181;8000000000;5,44E+11;3000000000
11000000000;13;1100000000;0;
11000000000;30;2080000000;600000000;
11000000000;7;10292000000;1000000000;10000000000
11000000000;77;13476000000;6500000000;12000000000
11000000000;280;8700000000;450000000;200000000
11000000000;31;8920000000;1900000000;7000000000
11000000000;25;9200000000;0;8000000000
11000000000;15;0;0;0
11000000000;60;8580000000;100000000;6000000000
11000000000;5;1200000000;3000000000;
11000000000;50;3436000000;1500000000;2500000000
11000000000;15;240000000;0;
11000000000;15;50000000;300000000;
11000000512;60;9182000128;365000000;8102000128
11000000512;62;10412999488;920000000;9799999488
11000000512;36;9175999488;964000000;8839999488
11025000448;316;5760000128;0;1370000000
11041999872;55;10146000000;70000000;9232000000
11056000000;180;10827000064;1250000000;7950000128
11168000000;50;9498000128;2320000000;8718000128
11299999744;120;10800000000;0;8800000000
11317000192;98;6843000064;578000000;5118000128
11324999680;70;9478999552;12217000256;9182999552
11372999680;289;9611999744;1010000000;7011999744
11500000000;28;8520000000;0;5000000000
11500000256;550;6945999744;0;670000000
11544000512;3;9969600128;75360000;9905200128
11550000000;6;351000000;0;
11608999936;60;9996599680;0;8818799616
11619999744;50;11200000000;0;10000000000
11638320128;623;8520999936;0;752000000
11653999616;30;10997000384;26962999744;10298000384
11747000320;65;5649999872;0;4490999808
11779999744;106;10657999872;0;7859999744
11815000064;364;6204000000;188000000;2987000064
11816999936;225;14578999808;0;8272000000
11827000320;95;7901000064;1594000000;6663000064
11852999680;120;9792000000;5220000064;7200000000
11880000000;200;8880000000;1650000000;3600000000
12000000000;60;8400000000;300000000;7000000000
12000000000;500;9284000256;4000000000;4727200256
12000000000;30;3500000000;3000000000;2500000000
12000000000;265;600000000;570000000;
12000000000;31;3650000000;0;1000000000
12000000000;60;5950000000;600000000;2500000000
12000000000;40;10700000000;1500000000;6000000000
12000000000;450;2740000000;2000000000;0
12000000000;30;11000000000;0;5000000000
12000000000;70;10200000000;400000000;5000000000
12000000000;25;951000000;0;
12000000000;31;560000000;1000000000;0
12000000000;18;5600000000;0;4000000000
12000000000;5;1560000000;0;
12000000000;35;13520000000;0;12000000000
12000000000;25;7600000000;2000000000;4000000000
12000000000;30;860000000;1000000000;
12000000000;17;8930000000;2000000000;430000000
12000000000;70;9140000000;750000000;4350000000
12000000000;7;8500000000;750000000;6000000000
12000000000;50;9864000000;0;9000000000
12000000000;26;1702000000;150000000;1200000000
