Revenue (d2);Labor (l1);Variable Cost (n2a, n2e, n2f, n2b);Investment in new capital (n5a, n5b);Raw Materials Cost (n2e)
47000000000;62;20600000000;1010000000;17000000000
47608999936;341;21813999616;0;17102999552
48000000000;472;45451000576;0;41215000576
48000000000;260;37926000000;980000000;19200000000
48000000000;80;0;0;0
48000000000;70;24150000000;500000000;20000000000
48000000000;161;56400000000;6800000000;32000000000
48200000000;260;8984000000;350000000;0
49000000000;105;37400000000;4000000000;28000000000
49000000000;485;0;0;0
49000000000;180;34800000000;6800000000;28000000000
49000000000;20;20100000000;500000000;
49000000000;20;1768000000;30000000;250000000
49000001536;85;47382500864;0;45182500864
49011998720;139;43399000576;700000000;40255000576
49371000832;518;34999000576;289000000;26495000576
49500000000;60;35736000000;5000000000;30000000000
49962999808;167;48000001280;23939999744;45900001280
49999998976;144;48350000640;4000000000;46200000512
49999998976;309;29700000256;3816000000;25500000256
49999998976;36;42576001536;2450000000;41960001536
50000000000;650;38500000000;25000000000;17000000000
50000000000;30;41200000000;2000000000;40000000000
50000000000;200;45260000000;4000000000;36000000000
50000000000;130;38000000000;37000000000;26000000000
50000000000;50;38350000000;3000000000;38000000000
50000000000;15;45560000000;2000000000;45000000000
50000000000;21;120000000;0;
50000000000;180;10000000000;20000000000;
50000000000;160;37000000000;400000000;20000000000
50000000000;5;500000000;0;
50000000000;120;27300000000;0;21000000000
50000000000;25;33254000000;0;30424000000
50000000000;50;9432000000;2000000000;1500000000
50000000000;200;0;20000000000;0
50000000000;15;20830000000;300000000;20000000000
50000000000;20;36720000000;1000000000;30000000000
50000000000;15;700000000;0;0
50000000000;15;3300000000;2000000000;
50000000000;7;836000000;0;
50000000000;20;21820000000;300000000;20000000000
50000000000;160;30800000000;2000000000;20000000000
50000000000;600;31650000000;0;800000000
50000000000;20;0;0;
50000000000;18;152000000;600000000;
50000000000;40;5005000000;10000000000;
50000000000;60;1860000000;5000000000;
50000000000;100;40560000000;0;35000000000
50000000000;15;2000000000;0;
50000000000;270;48499000000;0;47500000000
50000000000;25;600000000;0;
50000000000;80;5480000000;4500000000;2400000000
50625998848;739;40259000320;8957000192;18229999616
50794999808;216;33725000704;0;29009000448
50902999040;736;34596999168;9292999936;18582999040
51312001024;188;19224999680;1578000000;16380999680
51640999936;178;33184000256;30000000;31509000192
51780001792;502;43300000768;300000000;36500000768
51999997952;540;35979999232;0;29035999232
51999997952;250;37456000000;18999999488;31200000000
51999997952;35;44113999488;5200000000;43399999488
52000000000;120;27246000000;800000000;16800000000
52000000000;15;31800000000;0;30000000000
52000000000;180;32350000000;900000000;26000000000
52000000000;450;45500000000;0;14000000000
52000000000;20;44060000000;0;42000000000
52000000000;0;28000000;0;
52000000000;70;34500000000;2000000000;25000000000
52123000832;990;47211001344;195000000;40922001408
52131000320;170;48902998272;0;46843998208
52137000960;186;44720999424;1739000064;41842999296
52255997952;32;45526998400;503000000;45136998400
53000000000;650;43011000000;2500000000;3000000000
53000000000;156;3500000000;4000000000;0
53000000000;35;3540000000;0;
53000000000;25;450000000;800000000;0
53006000000;160;46200000000;0;36000000000
53515001856;264;52953998720;0;50867998720
53709000704;289;51375999488;141000000;46663999488
54000000000;110;27000000000;2000000000;19000000000
54000000000;12;46800000000;1300000000;45000000000
54000000000;90;43464323742;400000000;37800000000
54405001216;4;52594998272;416000000;52546998272
54461001728;180;42305998848;10067999552;35329998848
54874001408;415;45857000448;3699000064;41237000192
54999998464;280;43994000384;300000000;41820000256
54999998464;300;50700000256;6277000192;38200000512
55000000000;210;28880000000;1000000000;20000000000
55000000000;520;54000000000;900000000;25000000000
55000000000;32;712000000;1400000000;
55000000000;22;4380000000;1000000000;
55120000000;18;35138000000;38367000000;33250000000
55288999936;230;38578000896;2574000000;32966000640
55987998720;163;46753000192;0;44508000256
56000000000;23;1030000000;0;
56000000000;150;50800000000;4000000000;41000000000
56000000000;20;18120000000;5000000000;
56000000000;265;25000000000;2000000000;8000000000
56000000000;11;1644000000;2000000000;
56480000000;70;52000000000;0;46000000000
56610000896;286;43107001856;0;39364001792
57000000000;400;56450000000;800000000;31000000000
57000000000;450;45900000000;3000000000;30000000000
57000000000;110;0;3700000000;0
57000000000;220;44500000000;600000000;32000000000
57244000256;365;44874998272;7331999872;37940998144
57458999296;65;59881000192;1400000000;57564000256
57656000512;120;36666999552;531000000;34037999616
57999998976;873;40173999104;3000000000;27673999360
58000000000;60;45450000000;1200000000;40000000000
59000000000;145;44540000000;2922000000;35000000000
59000000000;85;44504000000;650000000;38000000000
59000000512;103;55954999808;0;53020999680
59389001728;132;54321000704;1268000000;52102000640
60000000000;125;0;5000000000;0
60000000000;900;58077000000;50000000;3054000000
60000000000;80;11049000000;1000000000;7359000000
60000000000;30;46980000000;0;45000000000
60000000000;23;0;0;0
60000000000;60;4000000000;0;
60000000000;19;6036000000;0;
60000000000;23;0;0;0
60000000000;23;0;0;0
60000000000;700;41670000000;0;29000000000
60000000000;150;55000000000;21000000000;34000000000
60000000000;220;35800000000;15000000000;15000000000
60000000000;30;20280000000;0;10000000000
60000000000;60;54200000000;2000000000;40000000000
60000000000;50;62250000000;0;55000000000
60000000000;250;42400000000;500000000;29000000000
60000000000;290;47200000000;0;40000000000
60000000000;20;380000000;0;
60000000000;150;51440000000;3000000000;46000000000
60000000000;78;7420000000;27000000000;0
60000000000;75;5000000000;0;
60000000000;90;3300000000;1500000000;
60000000000;22;26220000000;5000000000;24000000000
60000002048;500;50024998912;0;38756999168
60000002048;3000;45999998976;3100000000;20000000000
60000002048;300;26819999744;0;18659999744
60809998336;300;47936001024;11659000320;46128001024
61000000000;280;26256000000;850000000;18000000000
61000000000;755;34000000000;0;20000000000
61000000000;18;2124000000;480000000;0
61000000000;10;60200000000;0;59000000000
61197000704;16;59253001216;1300000000;59013001216
61238001664;170;53040000512;4600000000;49080000512
61299998720;204;49422001664;47000000;45750001664
61475999744;245;56456997888;471000000;51956998144
62000000000;100;42200000000;100000000;30000000000
62000000000;60;47600000000;0;43000000000
62285500416;250;56630698240;655439936;52639498240
62999998464;2500;51600001024;3500000000;28600000512
63000000000;110;48400000000;8000000000;37000000000
63000000000;68;56300000000;1000000000;50000000000
63000000000;20;42080000000;0;40000000000
63000000000;100;59040000000;20000000000;46000000000
63023001600;840;59938000896;575000000;40866000896
63500000000;110;12000000000;1500000000;
63915999232;282;56960999680;1222000000;53205999616
64000000000;35;840000000;2000000000;
64000000000;500;76105000000;1900000000;73000000000
64000000000;350;55001998336;1300000000;48201998336
64310685696;117;58958654464;413280992;53914009600
64500000000;45;1244000000;500000000;
64567001088;245;24630000128;15509000192;20238000128
64616001536;281;55346000384;4400000000;48817000448
64682000384;60;61895001088;2818000000;60272001024
65000000000;432;14276000000;0;
65000000000;1100;36250000000;1800000000;0
65000000000;15;780000000;0;
65000000000;110;13160000000;600000000;1400000000
65120000000;22;15180000000;0;15000000000
65227001856;182;61849001984;130684008;56957001728
65665998848;215;40499001344;5312000000;34366001152
66000000000;230;54100000000;0;45000000000
66000000000;6;51700000000;0;50000000000
66000000000;15;1590000000;0;
66000000000;1000;27400000000;1000000000;2000000000
66141999104;1165;37344999424;2287000000;27114999808
66213784837;319;55046361772;820000000;39270087635
66432999424;1582;62965000192;2996999936;42800001024
66440998912;75;57893001472;173000000;54817001472
66454999040;21;57088999744;11216000000;56419999744
66552999936;480;53341000704;2193999872;45211000832
66681999360;108;41484998912;8905000192;38984998912
67000000000;120;44000000000;0;25000000000
67000000000;17;64200000000;310000000;63000000000
67328000000;315;51942000640;0;35710001152
68000000000;200;61200000000;0;54000000000
68000000000;53;910000000;0;
68000000000;5;1000000000;0;
68000000000;26;36200000000;0;18000000000
68000000000;450;47000000000;3500000000;13600000000
68000000000;300;63500000000;17000000000;45000000000
69000000000;500;60500000000;4500000000;40000000000
69009997824;70;68928998912;5370000128;68168998912
69793439744;400;18886129664;801540000;10502830080
70000000000;300;18000000000;0;0
70000000000;120;61000000000;400000000;40000000000
70000000000;300;63700000000;500000000;49500000000
70000000000;50;13000000000;0;
70000000000;14;30600000000;0;
70000000000;35;4644000000;0;
70000000000;5;580000000;0;
70000000000;82;60400000000;6100000000;50000000000
70000000000;30;7330000000;20000000000;0
70000000000;150;64400000000;5000000000;39960000000
70000000000;86;5880000000;1500000000;
70000000000;104;35600000000;0;20000000000
70000000000;80;20310000000;5000000000;60000000
70000000000;560;8012000000;7000000000;2640000000
70000000000;450;51000000000;30000000000;30000000000
70000000000;180;55500000000;4000000000;47000000000
70000000000;35;390000000;0;
70000000000;49;60260000000;0;55000000000
70000000000;40;250000000;4000000000;
70000001024;300;65158000640;700000000;58758000640
70999998464;390;49950001664;0;46020001792
71012999168;649;52506998784;174000000;44111998976
71040000000;50;2100000000;0;1000000000
71165001728;405;67342999552;1689000000;60202999808
71988002816;344;60773605896;5439000064;60770000896
72000000000;7;684000000;0;
72000000000;36;0;0;
72000000000;255;74800000000;1398000000;57000000000
72000000000;110;16306000000;30000000000;12190000000
72000000000;88;37300000000;6200000000;32000000000
72000000000;117;63608000000;21600000000;54360000000
72128004096;370;50557001216;3089754080;45374001152
72220000256;240;67979998720;0;62579998720
72377999360;82;61310001664;5700000000;56310001664
73000000000;9;52450000000;0;51000000000
73000000000;13;66040000000;0;65000000000
73000000000;300;16000000000;90000000000;
73000000000;300;16000000000;90000000000;
73161998336;600;68299998208;400000000;59799998464
73805996032;327;51907000320;0;39288999936
73985998848;160;55787001344;2634000000;51781001216
74000000000;75;70800000000;7000000000;66000000000
74999996416;445;66600000512;3448000064;60500000768
75000000000;130;21507000000;6000000000;1500000000
75000000000;190;48050000000;6000000000;42000000000
75000000000;774;48940000000;1000000000;0
75000000000;10;990000000;0;
75000000000;30;47260000000;0;45000000000
75000000000;17;1360000000;100000000;0
75000000000;100;1,018E+11;3000000000;40000000000
76000002048;300;48259997696;3652999936;41759997952
76899999744;40;4909999872;120000000;4409999872
77000000000;190;91440000000;2000000000;78000000000
77550000000;18;52377000000;0;48770000000
77633003520;380;50088999936;2222999936;39267000320
77694000000;190;41000000000;13000000000;32000000000
78000000000;380;73600000000;14000000000;60000000000
78000000000;1300;55460000000;5000000000;23000000000
78609997824;109;42327000576;2120000000;36870000640
79130000000;40;71050000000;0;70000000000
79154003968;732;65614002176;3080000000;52150001664
79943000064;557;49170999296;5467000064;35491999744
80000000000;12;65890000000;0;65000000000
80000000000;80;63380000000;0;60000000000
80000000000;190;24500000000;0;
80000000000;20;120000000;0;
80000000000;18;61400000000;0;60000000000
80000000000;7;51400000000;0;50000000000
80000000000;8;1810000000;0;
80000000000;24;1230000000;585000000;
80000000000;400;60000001024;5478000128;55500001280
80000000000;100;62000002048;0;60000002048
80000000000;180;56950000000;5000000000;50000000000
80000000000;40;75300000000;0;50000000000
80000000000;50;3672000000;24000000000;
80000000000;80;62700000000;0;60000000000
80000000000;26;23300000000;3000000000;20000000000
80000000000;200;74850000000;500000000;60000000000
80000000000;20;420000000;0;
80000000000;99;25200000000;700000000;20000000000
80000000000;101;72000000000;6000000000;60000000000
80000000000;5;130000000;0;
80000000000;5;80000000;0;
80000000000;23;3600000000;500000000;0
80000000000;60;10200000000;180000000;8000000000
80000000000;1200;54100000000;1700000000;12000000000
80000000000;80;49000000000;0;45000000000
80000000000;300;50560000000;2300000000;44000000000
80053002240;154;70827999616;8759999744;68949999616
81000000000;350;12000000000;1000000000;
81000000000;300;92500000000;0;72000000000
81533001728;1626;68074997760;2395000064;51451998208
82000000000;27;70710000000;500000000;70000000000
82000000000;25;27272000000;0;16000000000
82000000000;120;1,705E+11;0;95000000000
82000000000;100;4680000000;400000000;
82000003072;794;78340001792;243000000;69970001920
82310000000;300;75600000000;1000000000;60500000000
82500001792;250;69820001024;0;66985000960
82830000000;8;50190000000;0;50000000000
83000000512;295;59999998464;0;54999998464
83000000512;120;59000001536;1300000000;57000001536
83019997184;205;49678000640;3495000064;43832000512
83999997952;122;71040000128;40000000;69518000128
83999997952;325;67449999872;2000000000;62449999872
84000000000;80;72800000000;0;65000000000
84480000000;205;63445998080;599000000;59039997952
84870000000;125;22066200000;0;0
84940000000;100;55200000000;0;35000000000
85000000000;80;9740000000;2600000000;6700000000
85000000000;55;73300000000;0;63000000000
85000000000;95;720000000;3000000000;
85000000000;150;63000000000;400000000;50000000000
85759000576;53;81769180768;31400000;81236000768
86000000000;1200;7480000000;1000000000;5000000000
86000000000;270;22500000000;2000000000;8000000000
86012002304;187;80372999936;0;77809999872
86400000000;666;0;4130000000;0
87000000000;120;71100000000;0;70000000000
87000000000;500;39000000000;2898000000;27300000000
87260000000;30;2160000000;0;80000000
87662002176;340;74067998464;2800000000;70999998464
88000000000;2400;7500000000;4E+12;2000000000
88000000000;145;70700000000;6000000000;60000000000
88807997440;390;39397001216;0;30569000960
89000000000;12;1160000000;0;
89958998016;553;64007000064;22279999488;43490000896
89999998976;427;81586998784;5090000000;75436998656
89999998976;220;64486000000;8232999936;64000000000
90000000000;290;17460450000;0;6390000000
90000000000;150;56000000000;60000000000;45000000000
90000000000;19;1900000000;0;
90000000000;180;19500000000;7000000000;5500000000
90000000000;70;51900000000;0;50000000000
90000000000;40;0;5000000000;0
90999996416;350;70420000768;22300000256;63700000768
91000000000;50;10736000000;9500000000;6500000000
91000000000;185;65000000000;300000000;60000000000
91000000000;140;75399000000;12000000000;70000000000
91120001024;70;71385998848;5750000128;70145998848
92000000000;500;63000000000;1500000000;40000000000
92296003584;903;86700003328;4490000000;75500003328
93000000000;101;3766000000;560000000;
93500000000;1200;70040000000;7500000;38300000000
95000000000;40;63300000000;0;60000000000
95136997376;953;86944001024;35069001728;72575000576
95430000000;12;304000000;2250000000;0
95530000000;35;494700000;0;
95829000192;2203;77765001216;39930999808;39118000128
96000000000;700;80735001088;1,4698E+11;73100001280
96510001152;550;58635001856;6645999872;39770001408
97000000000;100;28400000000;54000000000;15000000000
97000000000;107;22500000000;550000000;9400000000
97000000000;110;13700000000;0;8000000000
97000000000;600;1,0302E+11;53140000000;61000000000
97000000000;31;7511000000;28000000;6000000000
98000000000;140;48000000000;2500000000;35000000000
98000000000;318;81500000000;0;64000000000
98000000000;38;2670000000;2000000000;
98299002880;403;84900003328;7700000000;78700003328
98475999232;428;94909001728;1600000000;90209001472
98700000000;1010;69600000000;2100000000;0
99787997184;346;51682997760;17821999104;45599997952
99999997952;100;79659996160;0;78370996224
1E+11;131;14100000000;500000000;
1E+11;102;40120000000;10000000000;20000000000
1E+11;150;79000000000;10000000000;60000000000
1E+11;60;36540000000;0;2000000000
1E+11;150;18000000000;0;6000000000
1E+11;10;250000000;0;
1E+11;280;37000000000;0;3000000000
1E+11;100;15050000000;0;
1E+11;197;21700000000;500000000;0
1E+11;130;1,015E+11;2000000000;85000000000
1E+11;200;86000000000;500000000;70000000000
1E+11;173;0;0;0
1E+11;280;70000000000;4000000000;50000000000
1E+11;60;15015000000;10000000000;
1E+11;20;280000000;0;
1E+11;110;89518000000;0;85000000000
1E+11;100;6700000000;700000000;300000000
1E+11;100;76000000000;1,1E+11;30000000000
1E+11;140;10100000000;0;0
1E+11;130;58765000000;400000000;52500000000
1E+11;160;52100000000;6000000000;10000000000
1E+11;60;0;0;0
1E+11;10;280000000;0;
1E+11;100;0;0;0
1E+11;120;64400000000;600000000;60000000000
1E+11;35;1550000000;700000000;
1,0006E+11;800;85574998016;1034000000;75024998400
1,01E+11;6;1190000000;0;
1,01E+11;1980;80700000256;10000000000;54200000512
1,015E+11;9;300000000;0;
1,02E+11;18;84800000000;0;80000000000
1,02E+11;120;84700000000;300000000;80000000000
1,02E+11;70;1000000000;2000000000;
1,02E+11;570;77399997440;1209000000;71399997440
1,0234E+11;494;75893999616;6150000128;62656000000
1,025E+11;235;81270999040;12727000320;70244999168
1,028E+11;85;9964000000;4000000000;0
1,03123E+11;150;93676003584;2400000000;90376003584
1,03919E+11;579;85306997760;1760000064;73731997696
1,0407E+11;12;1,01645E+11;216000000;1,00747E+11
1,044E+11;30;81000000000;0;80000000000
1,05E+11;1100;61530000000;0;57000000000
1,05E+11;125;4840000000;12000000000;0
1,05E+11;350;81600002560;11699999744;75800002560
1,05E+11;665;99563996160;2000000000;90999996416
1,053E+11;50;80600000000;0;80000000000
1,05521E+11;1991;78314997760;1,06999E+11;44979998720
1,06E+11;300;91500000000;0;30000000000
1,06638E+11;321;83509003264;1108000000;78387003392
1,06959E+11;740;1,02093E+11;3807899936;92318998528
1,07E+11;860;1,06E+11;0;85000000000
1,07395E+11;465;86776002560;3007000000;74093002752
1,08E+11;230;12000000000;15000000000;
1,08E+11;50;1,052E+11;6000000000;95000000000
1,08E+11;84;27780000000;4000000000;5000000000
1,09266E+11;698;1,71708E+11;3200000000;1,6505E+11
1,1E+11;167;72200000000;0;1200000000
1,1E+11;22;9890000000;1500000000;8500000000
1,1E+11;36;11002000000;0;92000000
1,1E+11;156;94100000000;400000000;80000000000
1,1E+11;80;34240000000;28000000000;30000000000
1,10027E+11;756;68383998976;81000000;54750998528
1,10077E+11;1300;92420001792;1,98999E+11;62000001024
1,1024E+11;140;91779999744;6451000192;88419999744
1,11E+11;420;93670000000;8000000000;27750000000
1,11E+11;10;1,015E+11;0;1E+11
1,11E+11;54;81600000000;970000000;80000000000
1,11E+11;2200;49540001792;300000000;25300000768
1,12068E+11;113;1,01395E+11;6701000192;96610000896
1,12186E+11;287;1,02659E+11;0;98626002944
1,12556E+11;434;1,06069E+11;2459000064;1,02697E+11
1,126E+11;20;55380000000;0;55000000000
1,13E+11;8;790000000;0;
1,13E+11;85;1700000000;1800000000;
1,13131E+11;142;99749996032;8500000000;97499996160
1,13333E+11;542;73206001152;1982999936;65456001024
1,14E+11;50;4672000000;0;
1,142E+11;250;53965000000;0;23900000000
1,15037E+11;498;61138999296;4451000128;39304998912
1,15379E+11;478;87444999168;13240999744;77597999104
1,16539E+11;124;1,13394E+11;122000000;1,12226E+11
1,17E+11;259;91431998464;0;80499998720
1,18E+11;80;76800000000;25400000000;72000000000
1,18E+11;106;96200000000;2600000000;82000000000
1,18402E+11;520;1,12801E+11;2674000000;1,0291E+11
1,19315E+11;1780;91950002176;14000000000;44230000640
1,2E+11;70;48600000000;10000000000;41000000000
1,2E+11;300;16000000000;0;
1,2E+11;50;81400000000;0;80000000000
1,2E+11;190;86360000000;4000000000;80000000000
1,2E+11;700;74400000000;0;30000000000
1,2E+11;65;1,004E+11;0;90000000000
1,2E+11;90;88500000000;0;80000000000
1,2E+11;130;3920000000;50000000000;200000000
1,2E+11;650;26600000000;0;0
1,2E+11;220;87400000000;5000000000;60000000000
1,2E+11;20;1000000000;1000000000;
1,2E+11;500;58000000000;1850000000;38000000000
1,20958E+11;1586;1,10391E+11;1485000064;98456002560
1,21E+11;140;15440000000;16500000000;8500000000
1,21E+11;130;43600000000;16000000000;
1,21763E+11;142;79129997568;1978000000;76149997568
1,22E+11;400;35400000000;1400000000;33000000000
1,228E+11;10;97370000000;16020000000;95330000000
1,23E+11;477;1,12114E+11;579000000;85723996160
1,23736E+11;1524;98163998720;8300000000;78651998208
1,2381E+11;243;82625999872;6886000128;67235000320
1,24564E+11;30;1,18783E+11;500000000;1,18033E+11
1,25E+11;200;0;2000000000;0
1,269E+11;1619;1,022E+11;6350000256;84799995904
1,284E+11;30;5085000000;50000000;
1,28428E+11;500;1,1684E+11;2201999936;95099002880
1,28741E+11;2728;98786000896;26800000000;75916001280
1,29E+11;1060;1,306E+11;8800000000;60000000000
1,29E+11;250;1,126E+11;5000000000;90000000000
1,293E+11;110;1,2035E+11;0;1,2E+11
1,29923E+11;1024;1,23597E+11;6400000000;1,04764E+11
1,3E+11;30;1,04E+11;0;1E+11
1,3E+11;30;2360000000;7000000000;
1,3E+11;380;1,12E+11;0;29000000000
1,31E+11;2123;1,1183E+11;24899999744;83029999616
1,31484E+11;694;41314000384;3759000064;33571000320
1,32E+11;80;2119300000;2000000000;517300000
1,32178E+11;1138;1,11286E+11;7472000000;94478999552
1,32697E+11;580;1,31027E+11;3079000000;1,23579E+11
1,3272E+11;223;12679000064;0;10590000128
1,332E+11;312;78127996416;2860000000;70775996416
1,3345E+11;407;1,035E+11;2500000000;99561996288
1,33992E+11;545;1,0382E+11;1672000000;88407998464
1,34951E+11;2436;1,27077E+11;50500001792;96713998336
1,36E+11;300;49000000000;35000000000;30000000000
1,36986E+11;219;1,23471E+11;0;1,18556E+11
1,37E+11;87;3640000000;800000000;
1,37E+11;17;6000000000;700000000;
1,383E+11;500;70470000000;0;50000000000
1,38461E+11;245;6452300032;0;3272300032
1,4E+11;68;0;1300000000;0
1,4E+11;320;1,035E+11;6000000000;75000000000
1,4E+11;54;1,24923E+11;3000000000;1,19E+11
1,41257E+11;410;1,25354E+11;2000000000;1,16014E+11
1,43E+11;145;1,083E+11;7000000000;97000000000
1,45E+11;198;21900000000;3900000000;3000000000
1,455E+11;1230;1,225E+11;2627000064;1,0032E+11
1,47E+11;230;32499999744;1661999936;24099999744
1,49979E+11;750;1,29064E+11;19369999872;1,20076E+11
1,5E+11;94;1,435E+11;6500000000;1,4E+11
1,5E+11;65;1,3485E+11;1000000000;1,32E+11
1,5E+11;300;1,23E+11;1E+11;1,1E+11
1,5E+11;270;1,34E+11;4000000000;1,1E+11
1,5E+11;310;27384000000;1000000000;
1,5E+11;400;14000000000;0;0
1,5E+11;15;1100000000;0;
1,5E+11;150;0;0;
1,5E+11;100;1,226E+11;0;1,2E+11
1,5E+11;50;1,22E+11;2000000000;60000000000
1,5E+11;150;1,286E+11;8500000000;45000000000
1,5E+11;148;11240000000;7200000000;
1,50138E+11;568;1,40197E+11;1033000000;1,32E+11
1,50337E+11;90;1,18926E+11;0;1,1392E+11
1,505E+11;220;1,0324E+11;0;88950000000
1,50594E+11;2446;1,09954E+11;5767000256;74250002432
1,51775E+11;120;33719000000;700000000;
1,52E+11;46;0;4500000000;0
1,52E+11;90;1,281E+11;0;1,22E+11
1,52E+11;160;1,07464E+11;5000000000;91200000000
1,52503E+11;430;1,38883E+11;2733000000;1,27615E+11
1,53E+11;155;1,4E+11;0;1,25E+11
1,53571E+11;187;1,31351E+11;0;1,2941E+11
1,54866E+11;529;1,42696E+11;1474000000;1,36016E+11
1,55621E+11;420;90120997888;1500000000;83772997632
1,56E+11;26;1644000000;0;
1,56E+11;55;11370000000;0;
1,59339E+11;1076;73792594944;28300000256;65961594880
1,59911E+11;3098;1,28622E+11;15193900544;65003700224
1,6E+11;450;1,582E+11;0;1E+11
1,6E+11;400;1,56E+11;2000000000;1,3E+11
1,6E+11;50;85100000000;0;80000000000
1,6E+11;7;1,235E+11;0;1,2E+11
1,6E+11;370;1,1212E+11;8500000000;1E+11
1,60659E+11;410;1,55267E+11;1474000000;1,50246E+11
1,63E+11;900;78000000000;2000000000;60000000000
1,6351E+11;457;1,02164E+11;15897309568;95370002432
1,63931E+11;354;1,39612E+11;531800000;1,33879E+11
1,64859E+11;256;1,21227E+11;3615000128;1,16006E+11
1,65E+11;850;1,68E+11;47000000000;1,4E+11
1,65E+11;900;1,4396E+11;6,522E+11;1E+11
1,664E+11;40;1,62E+11;0;1,4E+11
1,68101E+11;337;79873996288;880000000;72553996288
1,68165E+11;2620;1,01511E+11;3494000128;44343001088
1,68256E+11;630;1,51738E+11;1900000000;1,3813E+11
1,7E+11;15;2000000000;0;
1,7E+11;180;0;0;0
1,7E+11;185;75200000000;0;1200000000
1,7E+11;263;8030000000;0;6000000000
1,7E+11;170;12700000000;0;
1,7E+11;944;1,565E+11;2000000000;1,38E+11
1,706E+11;50;1,509E+11;0;1,5E+11
1,71155E+11;169;1,40984E+11;1259400064;1,35084E+11
1,7245E+11;458;18454000640;0;12049000448
1,73163E+11;996;70250000384;20238000640;47415001088
1,73529E+11;568;1,20499E+11;2194999936;1,08345E+11
1,73838E+11;2863;1,17125E+11;3318000128;74750001152
1,7505E+11;2500;1,50538E+11;4082999936;1,20452E+11
1,75724E+11;815;1,38643E+11;17980999680;1,24631E+11
1,78E+11;2000;0;10000000000;0
1,78E+11;100;1900000000;0;
1,78507E+11;1007;1,53585E+11;38908289024;1,40235E+11
1,79E+11;242;50700000000;2000000000;38000000000
1,79525E+11;732;1,12707E+11;27000000512;96224002048
1,8E+11;350;1,0348E+11;10000000000;99000000000
1,8E+11;6;430000000;0;
1,8E+11;45;1400000000;0;
1,8E+11;925;1,4448E+11;11700000000;1,2E+11
1,8E+11;380;26100000000;70000000;15000000000
1,80086E+11;294;1,62E+11;9170000128;1,5876E+11
1,83E+11;600;1,785E+11;0;1,1E+11
1,85E+11;280;1,84356E+11;370000000;1,56E+11
1,85E+11;250;0;0;
1,85E+11;280;1,871E+11;0;1,68E+11
1,85E+11;16;1,8376E+11;8999999488;1,83364E+11
1,8572E+11;950;1,4054E+11;7430000256;1,2572E+11
1,878E+11;50;61450000000;0;60000000000
1,88E+11;114;1,448E+11;2000000000;1,31E+11
1,89E+11;50;1,309E+11;0;1,3E+11
1,9E+11;96;6020000000;0;0
1,9E+11;250;1,585E+11;0;1,42E+11
1,9E+11;57;5030000000;20000000000;
1,90444E+11;2690;1,77987E+11;4637000192;1,32262E+11
1,90725E+11;1100;1,75199E+11;1760000064;1,64929E+11
1,909E+11;125;1660000000;1000000000;
1,92E+11;600;1,1036E+11;2600000000;99999997952
1,93E+11;6000;0;6900000000;0
1,94238E+11;321;1,58649E+11;50000001024;1,42917E+11
1,95E+11;200;1,82515E+11;3800000000;1,78015E+11
1,95E+11;50;1,3655E+11;200000000;1,3E+11
1,95E+11;1059;2,122E+11;0;1,61E+11
1,95517E+11;837;1,5453E+11;1724999936;1,36084E+11
1,96E+11;450;1,208E+11;400000000;1E+11
1,96898E+11;1744;1,76255E+11;5491729920;1,54326E+11
1,97148E+11;286;1,64353E+11;6852270080;1,59628E+11
1,98222E+11;517;1,47232E+11;2533000128;1,31965E+11
2E+11;200;4,7122E+11;7020000000;4,6842E+11
2E+11;450;52790000000;10000000000;11360000000
2E+11;200;49200000000;26000000000;
2E+11;450;1,82E+11;30000000000;70000000000
2E+11;60;93000000000;0;89000000000
2E+11;350;1,7684E+11;3500000000;1,6E+11
2E+11;53;1,85E+11;0;1,8E+11
2E+11;281;81000000000;6000000000;34000000000
2E+11;900;1,35E+11;3000000000;80000000000
2E+11;80;0;1700000000;0
2E+11;30;2055000000;0;0
2E+11;40;0;0;0
2E+11;100;0;0;0
2E+11;800;0;0;0
2E+11;2000;76500000000;1000000000;64000000000
2E+11;120;1,531E+11;0;1,5E+11
2E+11;290;1,48E+11;2000000000;1,2E+11
2E+11;100;1,861E+11;0;0
2E+11;160;1,922E+11;100000000;1,8E+11
2E+11;157;1,9381E+11;0;1,9E+11
2E+11;150;4500000000;1000000000;
2E+11;332;86600000000;1000000000;5000000000
2,0094E+11;2340;1,59152E+11;0;1,24129E+11
2,01E+11;200;15400000000;1000000000;0
2,02487E+11;148;1,6302E+11;15827999744;1,58812E+11
2,02977E+11;921;1,40431E+11;0;1,24492E+11
2,04E+11;700;1,776E+11;0;61200000000
2,04001E+11;150;1,95039E+11;1000000000;1,90076E+11
2,04737E+11;383;64384998400;2924000000;51003998208
2,05484E+11;2000;1,99024E+11;11605000192;1,67495E+11
2,06468E+11;1500;1,98863E+11;1941000000;1,83322E+11
2,07938E+11;838;1,77392E+11;890000000;1,68733E+11
2,09E+11;770;1,847E+11;700000000;1,6E+11
2,1E+11;80;3120000000;2000000000;
2,1E+11;2150;1,8238E+11;22899999744;1,4826E+11
2,10581E+11;766;1,08257E+11;10502000128;90825998336
2,11849E+11;764;1,70953E+11;2807000064;1,57267E+11
2,12E+11;110;45150000000;0;32000000000
2,157E+11;100;81650000000;0;80000000000
2,161E+11;550;69700000000;0;66000000000
