Revenue (d2);Labor (l1);Variable Cost (n2a, n2e, n2f, n2b);Investment in new capital (n5a, n5b);Raw Materials Cost (n2e)
2,16505E+11;1278;1,48301E+11;15000000512;1,25841E+11
2,17E+11;150;4100000000;9300000000;
2,18E+11;200;1,727E+11;3000000000;1,65E+11
2,18613E+11;1970;1,84891E+11;15512999936;1,32065E+11
2,2E+11;200;1,587E+11;0;1,5E+11
2,2E+11;500;1,01E+11;0;85000000000
2,2E+11;450;0;0;0
2,2E+11;290;12000000000;16000000000;
2,209E+11;176;2,06042E+11;0;1,846E+11
2,22E+11;60;2200000000;0;
2,25E+11;2850;2,3758E+11;6660000000;1,8058E+11
2,25E+11;30;2800000000;0;
2,25311E+11;4455;2,16453E+11;3169999872;1,69485E+11
2,254E+11;72;1,07568E+11;0;1,016E+11
2,26E+11;115;77232000000;7000000000;66890000000
2,27E+11;650;2,025E+11;1500000000;1,962E+11
2,28835E+11;285;1,80292E+11;4507900416;1,76844E+11
2,3E+11;20;1800000000;0;
2,3E+11;130;2500000000;0;
2,3E+11;398;0;0;0
2,3E+11;500;2,0924E+11;16500000000;1,9874E+11
2,30363E+11;2000;2,23514E+11;3753999872;1,9821E+11
2,32E+11;325;34024000000;10000000000;16024000000
2,34E+11;151;24000000000;4800000000;
2,36E+11;130;2,16197E+11;2200000000;2,09E+11
2,39E+11;350;1,9656E+11;30000000000;1,8E+11
2,394E+11;100;75920000000;0;75000000000
2,39587E+11;101;2,1392E+11;4381000000;2,11638E+11
2,4E+11;500;1,98E+11;17000000000;1,64E+11
2,4E+11;225;2,0207E+11;2800000000;1,88458E+11
2,4E+11;1200;2,147E+11;2000000000;1,8E+11
2,4E+11;140;1,92E+11;0;76800000000
2,42E+11;2300;1,97E+11;30000000000;1,3E+11
2,44E+11;700;1,339E+11;0;60000000000
2,46E+11;1200;2,072E+11;1000000000;1,862E+11
2,47E+11;95;1,97E+11;1700000000;1,85E+11
2,48E+11;434;1,65655E+11;883000000;1,45655E+11
2,5E+11;3000;2,58E+11;30000000000;35000000000
2,5E+11;250;25000000000;0;0
2,5E+11;135;12630000000;0;150000000
2,5E+11;46;2,009E+11;40000000000;1,95E+11
2,5E+11;100;50270000000;0;200000000
2,5E+11;130;11200000000;3000000000;
2,5E+11;140;17500000000;1000000000;0
2,5E+11;250;1,5285E+11;550000000;1,35E+11
2,53E+11;700;1,35E+11;1,1E+11;60000000000
2,555E+11;472;2,38584E+11;15004000256;2,29715E+11
2,56643E+11;1000;20000000000;0;0
2,583E+11;80;2,478E+11;0;2,47E+11
2,6E+11;5;150000000;0;
2,607E+11;250;1,28737E+11;500000000;1,19687E+11
2,62E+11;45;21720000000;0;20112000000
2,64E+11;100;1,972E+11;0;1,9E+11
2,65E+11;65;3684000000;1000000000;
2,68E+11;1200;2,55E+11;18000000000;2,01E+11
2,682E+11;1000;1,807E+11;0;1E+11
2,69266E+11;279;2,20978E+11;4761999872;2,08889E+11
2,7E+11;15;2,016E+11;0;2E+11
2,7E+11;450;2,363E+11;30000000000;2,3E+11
2,70372E+11;679;2,54548E+11;42722000896;2,37279E+11
2,72453E+11;3120;2,14895E+11;1560000000;1,82409E+11
2,75E+11;347;1,782E+11;332000000;1,44E+11
2,75E+11;300;42000000000;10000000000;25000000000
2,76254E+11;1201;2,14433E+11;62438001920;1,79085E+11
2,77937E+11;1048;1,00184E+11;3008999936;86202998784
2,78102E+11;602;2,17737E+11;8940999936;1,93254E+11
2,78995E+11;2559;2,41291E+11;1348000000;2,1054E+11
2,8E+11;273;0;15000000000;0
2,8E+11;300;1,79E+11;2,38E+11;1E+11
2,8294E+11;584;2,33734E+11;15304000000;1,99569E+11
2,84E+11;150;2,67472E+11;3500000000;2,61E+11
2,89E+11;151;1,737E+11;3400000000;1,36E+11
2,89E+11;1000;2,57E+11;6000000000;2,1E+11
2,90547E+11;633;2,64348E+11;10818000128;2,48304E+11
2,9507E+11;241;1,55267E+11;122000000;1,47134E+11
2,957E+11;863;2,6533E+11;0;2,5313E+11
3E+11;210;2,98371E+11;1800000000;2,95083E+11
3E+11;40;6560032000;16000000000;32000
3E+11;488;87500000000;0;22500000000
3E+11;300;2,055E+11;0;2E+11
3E+11;150;3,804E+11;13000000000;2,25E+11
3E+11;12;0;0;
3E+11;170;11400000000;10000000000;0
3E+11;100;0;0;
3E+11;132;2,312E+11;30000000000;80000000000
3E+11;500;1,715E+11;0;1,5E+11
3E+11;115;2,3012E+11;0;1,5E+11
3E+11;800;2,6199E+11;2450000000;2,25E+11
3E+11;110;2,662E+11;0;2,51E+11
3,00008E+11;251;2,11363E+11;12579999744;1,84597E+11
3,009E+11;150;1,003E+11;0;20000000000
3,0182E+11;2517;2,60887E+11;40616998912;2,29658E+11
3,06E+11;600;2,57E+11;0;2E+11
3,06E+11;700;2,633E+11;6460000000;2,14E+11
3,08E+11;85;6000000000;0;
3,1E+11;705;3,199E+11;1770000000;2,329E+11
3,1E+11;240;1,1424E+11;2160000000;60000000000
3,1E+11;730;1,36772E+11;7800000000;90600000000
3,1E+11;774;24000000000;20000000000;
3,126E+11;330;2,64155E+11;0;2,452E+11
3,128E+11;1000;1,705E+11;0;1E+11
3,15822E+11;2337;86440001536;1,33518E+11;44870000640
3,2E+11;2700;2,75E+11;10000000000;1,8E+11
3,2E+11;13;1700000000;0;
3,22723E+11;442;2,49364E+11;0;2,26729E+11
3,23305E+11;405;2,7786E+11;10336999936;2,65699E+11
3,24424E+11;195;2,57976E+11;531000000;2,51143E+11
3,286E+11;800;50900000000;2000000000;0
3,31481E+11;1020;2,31861E+11;1885000000;2,13501E+11
3,32155E+11;450;3,03444E+11;5200000000;2,91594E+11
3,38644E+11;444;3,27625E+11;27000000000;2,66294E+11
3,4E+11;1100;30000000000;10000000000;0
3,4022E+11;1000;2,42765E+11;55107001664;2,254E+11
3,42E+11;63;4090000000;0;
3,49E+11;200;1,973E+11;82000000000;1,8E+11
3,5E+11;350;3,056E+11;30500000000;2,5E+11
3,5E+11;1500;2,851E+11;2E+11;2,45E+11
3,5E+11;321;2,019E+11;35000000000;1,8E+11
3,5E+11;200;0;30000000000;0
3,5E+11;61;30800000000;41000000000;24500000000
3,5E+11;100;2,851E+11;35000000000;2,8E+11
3,5E+11;274;2,755E+11;1,2E+11;2,4E+11
3,51E+11;537;3,28E+11;3400000000;3E+11
3,529E+11;2000;4,806E+11;0;2,8E+11
3,54735E+11;667;2,35906E+11;3144999936;2,24424E+11
3,63E+11;935;3,38E+11;14388000256;2,9E+11
3,64E+11;950;2,27207E+11;30100000768;2,05387E+11
3,65E+11;100;2,715E+11;15000000000;2,5E+11
3,66283E+11;1959;3,15327E+11;3E+11;2,75656E+11
3,7E+11;280;2,47E+11;20000000000;2E+11
3,71893E+11;343;8,44104E+11;13900999680;74905001984
3,792E+11;2300;2,0115E+11;6,42263E+11;1,264E+11
3,8E+11;600;30000000000;5000000000;0
3,827E+11;2000;20350000000;15000000000;0
3,88E+11;5400;1,586E+11;0;14000000000
3,91654E+11;702;3,67238E+11;2040000000;3,48438E+11
3,95924E+11;1466;3,85864E+11;1016000000;3,64471E+11
3,96547E+11;340;2,255E+11;9800000000;1,99E+11
4E+11;85;2,8224E+11;4000000000;2,8E+11
4E+11;490;3,836E+11;5000000000;3,5E+11
4E+11;460;30000000000;0;0
4E+11;130;4440000000;350000000;
4E+11;200;12800000000;0;
4,01E+11;150;2,019E+11;0;2E+11
4,01E+11;80;4700000000;0;
4,079E+11;355;2,43161E+11;6000000000;2,27E+11
4,08E+11;2000;3,63E+11;0;2,3E+11
4,10009E+11;237;3,82541E+11;0;3,78114E+11
4,15171E+11;1800;3,19658E+11;28648999488;2,79678E+11
4,2E+11;100;4,105E+11;10000000000;4E+11
4,26E+11;500;82000000000;9000000000;66000000000
4,26387E+11;1894;3,69449E+11;14079000064;3,48089E+11
4,4E+11;255;35300000000;1,36E+11;3250000000
4,46868E+11;700;3,9393E+11;284000000;3,83596E+11
4,5E+11;300;3,012E+11;16000000000;2,52E+11
4,50746E+11;1020;3,7334E+11;23442999808;3,16408E+11
4,57529E+11;5010;4,22926E+11;11299999744;3,49426E+11
4,59E+11;500;4,34E+11;1000000000;3,6E+11
4,6E+11;210;3,837E+11;30000000000;3,68E+11
4,6E+11;1300;2,34E+11;50000000000;1,84E+11
4,6775E+11;1381;3,65822E+11;2880000000;3,34122E+11
4,7E+11;700;3,854E+11;105000000;2,82E+11
4,71E+11;460;4,583E+11;17000000000;4,29E+11
4,85917E+11;91;3,88922E+11;15000000000;3,88005E+11
4,87E+11;2400;4,2632E+11;5000000000;3,5E+11
4,87299E+11;160;4,43147E+11;1615000000;4,37661E+11
4,95E+11;2800;4,145E+11;17000000000;2,6E+11
4,96E+11;150;4,561E+11;10900000000;4,45E+11
5E+11;784;3,85E+11;30000001024;3,5E+11
5E+11;140;12000000000;2000000000;
5E+11;900;6,21767E+11;1000000000;6,19E+11
5E+11;50;20600000000;0;
5E+11;184;3,0108E+11;0;3E+11
5E+11;250;4,289E+11;5000000000;4E+11
5E+11;400;3,33E+11;0;2E+11
5,002E+11;30;500000000;0;
5,02E+11;400;4,5E+11;0;2E+11
5,03079E+11;887;4,55094E+11;1,07583E+11;4,40644E+11
5,15E+11;1800;35300000000;2,5E+11;
5,2336E+11;3500;3,9E+11;3,612E+11;3,5E+11
5,3516E+11;2406;4,72731E+11;15779000320;4,28351E+11
5,4E+11;3800;4,322E+11;2000000000;3,51E+11
5,4E+11;650;3,44E+11;700000000;3E+11
5,45999E+11;283;2,90371E+11;6209730112;2,64251E+11
5,64E+11;2000;40000000000;1,2E+11;
5,64681E+11;1350;5,42948E+11;16087999488;5,22428E+11
5,70837E+11;547;5,52026E+11;19000000512;5,42765E+11
5,71637E+11;1822;4,22824E+11;1,015E+11;3,82344E+11
5,8E+11;800;1,3101E+11;0;1E+11
5,81715E+11;7320;4,38555E+11;15278000128;3,69952E+11
6E+11;95;7000000000;1200000000;
6E+11;780;4,69E+11;0;3,5E+11
6,1E+11;2329;5,0518E+11;30050000000;5E+11
6,10499E+11;1415;4,88905E+11;54695000064;4,63309E+11
6,2E+11;5000;3,828E+11;44000000000;2,2E+11
6,2E+11;50;1,512E+11;20000000000;
6,23E+11;180;5,949E+11;0;5,86E+11
6,352E+11;25;1950000000;40000000;
6,38E+11;140;5,399E+11;6500000000;5,1E+11
6,5E+11;1000;3,127E+11;2000000000;2,9E+11
6,5E+11;78;4900018000;0;18000
6,6E+11;80;2000000000;0;
6,64E+11;500;4,05E+11;0;3,2E+11
6,66429E+11;2055;5,64921E+11;49432000512;5,19073E+11
6,80429E+11;200;6,18543E+11;42837999104;6,13233E+11
6,9E+11;400;4,162E+11;3000000000;4E+11
6,999E+11;3000;1,2205E+12;0;5E+11
7E+11;120;7480000000;300000000;
7,04E+11;2952;6,479E+11;2,625E+11;5E+11
7,11E+11;800;5,121E+11;1,6671E+11;4,977E+11
7,16964E+11;867;6,69725E+11;1,24191E+12;6,62509E+11
7,2E+11;750;0;0;0
7,32523E+11;711;6,34125E+11;45445001216;6,2052E+11
7,36766E+11;1200;4,50415E+11;7502000256;4,19994E+11
7,48E+11;62;2625000000;2000000000;
7,5E+11;6200;6,784E+11;23000000000;5E+11
7,503E+11;450;7,65678E+11;4200000000;6,968E+11
7,55E+11;150;19900000000;0;
7,553E+11;2000;6,012E+11;0;5E+11
7,61E+11;150;6,281E+11;0;6,16E+11
7,8E+11;750;6,38116E+11;6000000100;6,24E+11
7,81E+11;300;2500000000;1800000000;
7,87262E+11;4604;5,05463E+11;19001999360;3,92376E+11
7,88028E+11;850;7,39144E+11;18609999616;7,20944E+11
8E+11;600;2,46E+11;700000000;2E+11
8E+11;700;6,56E+11;0;6E+11
8E+11;3400;30000000000;10000000000;
8E+11;400;35000000000;30000000000;8000000000
8E+11;970;66006000000;0;0
8E+11;1000;30000000000;20000000000;
8,36E+11;400;8,24E+11;1,16117E+11;7,5E+11
8,4E+11;510;7,727E+11;5000000000;7,3E+11
8,47817E+11;300;30000000000;4000000000;
8,5E+11;170;7,877E+11;15000000000;7,7E+11
8,5E+11;180;13000000000;20000000000;
8,805E+11;450;6,52527E+11;0;6,293E+11
8,834E+11;2602;7,77814E+11;41933999104;7,40206E+11
8,86E+11;3395;6,15E+11;0;5,3E+11
8,97E+11;100;76900000000;20000000000;68900000000
9,021E+11;146;52005000000;28000000000;
9,02997E+11;8323;7,46421E+11;13986999808;5,75869E+11
9,3E+11;200;5,715E+11;20000000000;5,5E+11
9,3E+11;1600;8,91E+11;49000000000;8,1E+11
1,0008E+12;700;2,265E+11;2500000000;2E+11
1,007E+12;330;41379000000;70000000000;9330000000
1,007E+12;200;1E+11;0;0
1,01E+12;167;1,05413E+11;2700000000;
1,01332E+12;4556;8,96808E+11;41297000448;8,48392E+11
1,029E+12;3000;3,01E+11;0;1E+11
1,05E+12;3800;7,98E+11;36100000000;6E+11
1,1E+12;830;6,85E+11;55000000000;6E+11
1,12E+12;2000;3,247E+11;0;3E+11
1,12666E+12;800;1,06223E+12;3714000000;1,03545E+12
1,15314E+12;1800;1,06E+12;1,8325E+11;9,88E+11
1,15374E+12;3718;8,07661E+11;9867000384;7,09506E+11
1,16643E+12;800;9,4256E+11;33400000512;9,1606E+11
1,19421E+12;2524;9,87126E+11;27665000960;9,40139E+11
1,2E+12;811;8,87E+11;40000000000;7,86E+11
1,2E+12;600;1,3212E+12;36000000000;5E+11
1,25E+12;120;5000000000;40000000000;
1,25E+12;600;7,55E+11;45000000000;7E+11
1,26E+12;370;1,0116E+12;16700000000;9,6E+11
1,3E+12;4000;1,032E+12;0;1E+12
1,302E+12;670;7,13E+11;5751000064;6,975E+11
1,353E+12;7200;1,0784E+12;31200000000;7,45E+11
1,4E+12;15000;9E+11;30000000000;4E+11
1,469E+12;2126;7,556E+11;43800000000;5,14E+11
1,632E+12;2000;3,23E+11;0;2,55E+11
1,699E+12;0;0;0;0
1,7E+12;320;80000000000;3,0054E+12;
1,8E+12;450;1,351E+12;0;1,3E+12
1,81784E+12;1200;3,23268E+11;93000000000;1,08613E+11
2E+12;1000;1,592E+12;70000000000;1,5E+12
2,123E+12;1000;2,06635E+12;0;2,04985E+12
2,1397E+12;1385;1,459E+12;2,36E+12;1,177E+12
2,283E+12;115;1,13E+11;0;
2,3E+12;286;1,5234E+12;0;1,5E+12
2,3E+12;320;1,216E+12;2,5E+11;1,2E+12
2,5E+12;9000;2,2471E+11;1,399E+11;1,333E+11
2,564E+12;7000;2,262E+12;0;2,208E+12
2,77673E+12;19047;1,54048E+12;0;1,23907E+12
2,8E+12;3800;1,2E+12;1,68E+12;
2,904E+12;1500;1,5152E+12;1,232E+11;8,712E+11
3,054E+12;7000;3,334E+12;0;2,992E+12
3,77E+12;17000;1,504E+12;50000000000;
4,1E+12;1862;3,10335E+12;1,18E+11;3,05978E+12
6E+12;6000;2,59E+12;3E+11;2E+12
1,18293E+13;220;9,61073E+11;0;11073000448
1,4E+13;17000;2,604E+12;500000000;0
2,2E+13;8000;3,03E+12;0;2E+12
2,819E+13;7000;1,5486E+13;0;1,438E+13
;180;1,81495E+11;0;92479995904
;28;0;0;
;12;280000000;0;
;9;432400008;0;303300000
;40;0;2580000000;
